"";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj"
"Itih5";0;1,74246996956101;0,85;0,047;0
"Trp53i11";0;1,11637427638923;0,665;0,029;0
"Slc4a11";0;2,08718090753775;0,948;0,071;0
"Atp6v0d2";0;1,79609685914618;0,971;0,328;0
"Ociad2";0;1,46052634006403;0,856;0,13;0
"Stap1";0;3,03505099134569;0,989;0,122;0
"Hepacam2";0;2,37546286827032;0,982;0,069;0
"Pde1c";0;1,42742678665676;0,858;0,125;0
"Aldh1a3";0;2,14396924255398;0,94;0,071;0
"Ascl3";0;2,77039987278114;0,911;0,068;0
"Nrip3";0;1,45694556785215;0,769;0,049;0
"Cpxm2";0;1,47486958763757;0,797;0,036;0
"Pdlim3";0;1,6323873037292;0,904;0,173;0
"Hexa";0;1,37401243186119;0,888;0,172;0
"Foxi1";0;1,91339178380761;0,781;0,034;0
"Gng4";0;1,15689664212101;0,657;0,025;0
"Serpinb9";0;2,07677971874195;0,904;0,162;0
"Rcan2";0;1,7973026746469;0,885;0,035;0
"Aldh1a1";0;1,43476376115196;0,803;0,066;0
"Tspan1";6,98418975903865e-306;1,88674806674323;0,917;0,233;1,03589502506061e-301
"Gnas";9,56869865322332e-299;1,67428739386353;1;0,988;1,41922938424608e-294
"Ldhb";7,71355824355596e-298;2,07933332239232;0,995;0,688;1,14407495868422e-293
"Dsc3";9,92447409326012e-296;1,15084094499193;0,65;0,04;1,47199799751234e-291
"Colec12";1,07898754840216e-295;0,898903765134195;0,602;0,022;1,60035433179008e-291
"2610016A17Rik";8,44329931712536e-295;1,04015236905377;0,581;0,018;1,25231015471603e-290
"App";1,25488877144543e-294;1,85274511466047;1;0,815;1,86125102580786e-290
"Pam";1,35193690723732e-294;1,88992631148585;0,979;0,447;2,00519282081439e-290
"Clcnka";7,65260832757801e-290;1,17039991663635;0,586;0,022;1,13503486714637e-285
"Khdrbs3";2,49468961266187e-289;1,18913191404513;0,758;0,098;3,70012363350009e-285
"Btg3";8,74093158270924e-282;1,43551467918051;0,896;0,209;1,29645497234743e-277
"Gprc6a";2,14723802123777e-280;0,868922112877253;0,514;0,006;3,18478343309986e-276
"Slc12a2";5,71322053247301e-279;2,0685631564209;1;0,679;8,47384869376397e-275
"Mal";2,02439665953016e-277;1,49269934780773;0,919;0,241;3,00258512541514e-273
"Plxna4";1,03408951316654e-275;1,20925596472928;0,775;0,107;1,53376156592862e-271
"Neurl1a";2,50450208890749e-273;0,843758189323165;0,543;0,016;3,71467749826759e-269
"Atp6v0b";6,50646503958361e-273;1,52463230847843;0,998;0,883;9,65038894671042e-269
"Itpr2";1,15830391564224e-271;1,66043266347947;0,968;0,413;1,71799636768057e-267
"Atp6ap2";2,16908480805162e-270;1,62741033239328;0,983;0,627;3,21718658730216e-266
"Plcg2";8,92103765142825e-270;1,11530279749336;0,751;0,098;1,32316830445984e-265
"Kcnj8";2,3186428188433e-266;1,09490381481313;0,515;0,012;3,43901102890839e-262
"Atp6v0c";9,64578952928685e-266;1,49228037055621;1;0,928;1,43066350298383e-261
"Fgf10";1,22932349375594e-262;0,882402212567484;0,55;0,022;1,82333260593881e-258
"S100a6";2,77895898131423e-262;2,50111441440922;0,957;0,399;4,12175196108527e-258
"Pdlim4";4,49049765219585e-261;1,6338035979531;0,948;0,347;6,66030611773689e-257
"Rbpms";3,63448679217352e-259;1,71086350165567;0,986;0,552;5,39067081015176e-255
"Cox7a1";2,2153785561133e-258;1,5296306264741;0,873;0,21;3,28584947442725e-254
"Ndufa4";5,28751764784066e-258;1,2797825990541;1;0,96;7,84244617527726e-254
"Cox8a";2,20503824463267e-257;1,11526256040022;1;0,975;3,27051272443918e-253
"Tmem61";6,41558438013019e-253;0,925672892398721;0,544;0,027;9,5155947526091e-249
"Tmem171";4,00236089174012e-248;1,07215345975861;0,676;0,082;5,93630167462895e-244
"Aplp2";4,84464113507024e-248;1,45677320591464;0,998;0,817;7,18557173153618e-244
"Atp6v1e1";1,27746248064796e-247;1,48228703761559;0,992;0,751;1,89473235129706e-243
"Vwf";3,02847722087491e-246;1,10131590159722;0,573;0,041;4,49183741400166e-242
"Scnn1b";1,06090708850442e-244;1,44331597202667;0,911;0,254;1,57353739366976e-240
"Asgr1";1,82971423688344e-242;1,86462248840364;0,951;0,498;2,71383215614552e-238
"Uqcr10";2,82946150619392e-242;1,27003373097563;1;0,952;4,19665730598682e-238
"Ncald";6,57371533520904e-241;1,62643110395856;0,976;0,569;9,75013458518204e-237
"Gapdh";1,10841944790867e-239;1,23868246810207;1;0,958;1,64400772513814e-235
"Cox6c";5,84719728053598e-237;1,10386726877994;1;0,973;8,67256300649097e-233
"Cycs";8,95806517437167e-237;1,40548381138899;0,997;0,822;1,32866022666281e-232
"Atp5b";6,06066635964373e-232;1,03328370523161;1;0,98;8,98918034462357e-228
"Ndfip1";5,37106191137873e-229;1,21080981779144;0,995;0,85;7,96635902695693e-225
"Nupr1";6,86769348534241e-228;2,09201232468317;1;0,934;1,01861629774599e-223
"Fxyd2";7,46946838689268e-227;1,85374041768886;1;0,794;1,10787155114392e-222
"Gm16233";6,33436815061357e-225;1,03077101088334;0,46;0,016;9,39513484099005e-221
"Vps36";7,89648722987149e-224;1,61588800201012;0,913;0,454;1,17120698593454e-219
"Apobec3";2,60353413423054e-223;1,40079144041414;0,928;0,35;3,86156182789074e-219
"Got1";4,28135535890915e-223;1,16948543929911;0,809;0,21;6,35010626833404e-219
"Pfkp";4,3497230665005e-222;1,11889862512273;0,823;0,202;6,45150925223354e-218
"Adgrf5";6,47573020409874e-222;0,917466317993392;0,57;0,051;9,60480303871926e-218
"Ifi27l2a";3,51946744267614e-221;2,46017543555971;0,989;0,707;5,22007411097726e-217
"Uqcrb";6,2543309309382e-221;1,10263509190306;1;0,957;9,27642363676754e-217
"Atp6v1g3";1,31886017939526e-218;1,23579503938221;0,419;0,007;1,95613341807905e-214
"Ckmt1";1,02257636869234e-217;1,46992457004132;0,994;0,761;1,51668527004448e-213
"Cox7a2";2,85508814592412e-214;1,04059956578127;1;0,964;4,23466673803465e-210
"Pgam1";7,77020262899253e-212;1,29493890151923;0,977;0,705;1,15247645393217e-207
"Tle5";3,54966496362139e-210;1,05820089168327;0,998;0,951;5,26486307404324e-206
"Atp5e";7,79486832856461e-208;0,984186293624193;1;0,992;1,1561348704927e-203
"Bik";2,67387249940813e-207;1,35324862506235;0,827;0,262;3,96588769112213e-203
"Eno1";7,92977794680561e-203;1,2151093730406;0,985;0,77;1,17614466507021e-198
"Ifitm3";3,98639040500851e-202;1,60884177058764;0,997;0,76;5,91261424870861e-198
"Calm1";4,79322980367468e-202;1,25341551347273;0,998;0,901;7,10931844481028e-198
"Syn2";5,0094937909107e-202;0,62554419207726;0,428;0,016;7,43008119067875e-198
"Gmpr";7,62497602377107e-200;0,692703152930586;0,446;0,023;1,13093644384573e-195
"Ckap2";2,43335755454441e-198;0,88196905065636;0,462;0,027;3,60915592490027e-194
"Elob";9,38164694246878e-198;1,06010504801967;1;0,933;1,39148587450697e-193
"Ly6e";1,86237534309456e-197;1,20231453385478;1;0,869;2,76227510887785e-193
"Hspb7";1,75658255970169e-195;0,649364783604177;0,428;0,019;2,60536325254955e-191
"Rnasek";1,17715954547451e-194;1,09620695713394;1;0,929;1,74596303784779e-190
"Serinc3";4,80588756604782e-194;1,23154359934232;0,922;0,432;7,12809243796213e-190
"Anxa1";1,60332721057076e-193;1,55862798534304;1;0,891;2,37805491871855e-189
"Atp6v1d";6,80114376720259e-193;1,16725305262107;0,976;0,68;1,00874564355149e-188
"Entpd1";5,98412279276416e-192;0,755634561290922;0,477;0,036;8,87565092622781e-188
"Prdx5";3,5560203540752e-191;1,13570270912709;0,998;0,888;5,27428938916433e-187
"Chchd10";1,14269830697581e-190;0,943692634404502;1;0,958;1,69485012890652e-186
"Cox5a";1,94460503758689e-190;0,988729160340777;0,998;0,941;2,88423819174888e-186
"Tpi1";1,98788463993392e-190;1,09660431763118;0,997;0,911;2,94843049795e-186
"Slc9a4";3,79153068562269e-188;0,606571524574178;0,428;0,022;5,62359831291557e-184
"S100a1";6,13713551317198e-186;1,35979131098125;1;0,861;9,10259939313668e-182
"Cox7c";1,20519392744957e-185;0,862215878591813;1;0,982;1,7875436331932e-181
"Cpne8";3,50425067049344e-185;0,94727655759056;0,717;0,16;5,19750459447587e-181
"Steap2";7,48745821747701e-185;0,595519565245964;0,388;0,013;1,11053980281619e-180
"Tmem9b";1,98723086746331e-184;1,08393612034499;0,81;0,27;2,94746082262159e-180
"Atp6v1b1";2,14905076750996e-184;0,904815590847803;0,711;0,148;3,18747209837077e-180
"Myo1b";2,03293051702953e-182;0,905306888329441;0,714;0,159;3,0152425428582e-178
"Serpinb6b";1,06337881327287e-181;1,45427976410244;0,937;0,479;1,57720345584632e-177
"Prdx2";1,82503100741886e-181;1,00476137788725;0,998;0,921;2,70688599020366e-177
"Serinc2";4,66345043842645e-180;0,956292241268405;0,78;0,221;6,91682969027411e-176
"Atp5md";3,57660231233994e-178;0,981533993541013;0,997;0,92;5,30481654966259e-174
"Atp5l";9,19064688022628e-178;0,847105588876657;1;0,961;1,36315674527516e-173
"Shisa5";1,83465147289971e-177;1,14447807979721;0,937;0,511;2,72115506460484e-173
"Cidea";4,06676659486198e-177;0,687238138639792;0,404;0,022;6,03182821349928e-173
"Slc16a11";4,31797797022618e-177;1,18584949694594;0,942;0,484;6,40442492543948e-173
"Wdr72";7,0348652633403e-177;0,722399903542267;0,526;0,064;1,04341121585863e-172
"Pakap.1";1,53858834356756e-175;0,754433924294217;0,524;0,065;2,2820342311794e-171
"Bsnd";1,3584530435168e-173;0,735635819090059;0,52;0,062;2,01485755414412e-169
"Sh3bgrl2";7,52815890859355e-173;0,902552073517827;0,709;0,172;1,1165765293226e-168
"Atp5d";2,18133333622838e-170;0,806464209778285;1;0,978;3,23535360429394e-166
"Tm6sf1";2,55960410791314e-170;0,596846138196812;0,355;0,011;3,79640481285677e-166
"Parm1";2,85168084627334e-170;0,825403508591858;0,68;0,153;4,22961303119262e-166
"1700025G04Rik";5,20541503167132e-170;0,757609799567496;0,532;0,071;7,72067157497489e-166
"Slc43a2";5,81980760117712e-170;0,739242890221544;0,541;0,076;8,63193863406591e-166
"Iscu";1,44519868248949e-169;1,03368916268116;0,936;0,571;2,14351868586841e-165
"Tmprss13";2,28542455857257e-169;0,771502814954265;0,555;0,082;3,38974170527483e-165
"Jam2";2,64587592102342e-169;0,748636591211063;0,547;0,08;3,92436316606194e-165
"Tsc22d1";7,49222074038921e-169;1,48604399962222;0,983;0,738;1,11124618021453e-164
"Cyp2f2";7,92386419095472e-169;-2,62057598244632;0,469;0,893;1,1752675368024e-164
"Litaf";2,40554774434211e-167;1,20414436218235;0,83;0,323;3,56790841440822e-163
