"";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj"
"Esp4";0;3,0194012839514;0,893;0,115;0
"Gjb2";2,0439453058654e-246;1,79856587988761;0,829;0,158;3,15135487258327e-242
"Wfdc18";3,15194308086543e-234;3,48587602631865;0,998;0,483;4,85966584207833e-230
"Ccnd1";4,78022486277324e-227;2,03937432681202;0,838;0,195;7,37015069342379e-223
"BC006965";4,20821608995431e-220;1,23252095970418;0,64;0,087;6,48822756749156e-216
"Car2";1,18737402559222e-217;2,44866732834953;0,927;0,309;1,83069327265809e-213
"Slc13a2";1,20738067061529e-213;0,954137477851313;0,474;0,035;1,86153951795465e-209
"Slc9a3";1,8105628808498e-202;0,857130988318829;0,474;0,04;2,79152584969423e-198
"Ano1";7,33410096200438e-180;1,10108714255088;0,631;0,109;1,13077168632184e-175
"Aox3";5,63161129692723e-176;1,11628720521081;0,613;0,1;8,68281829760241e-172
"Fads2";5,19173806871031e-156;0,65733716505935;0,426;0,045;8,00462175433756e-152
"Tmem176b";3,35383782798884e-144;2,12082484557453;0,991;0,771;5,17094716319319e-140
"Pir";2,14564915493988e-143;1,01730502803765;0,49;0,075;3,30816186708631e-139
"Ctsh";4,24165987272485e-139;1,53946082676078;0,85;0,408;6,53979119176718e-135
"Il34";2,24350854642898e-137;0,669979967805486;0,458;0,066;3,4590414768842e-133
"Nkd2";5,89543419424673e-136;0,929232152482569;0,554;0,108;9,08958044068961e-132
"Tmem176a";3,23765270877258e-135;2,09179598179129;0,904;0,602;4,99181294638556e-131
"Tspan33";3,47428576738568e-132;0,823905100044041;0,522;0,098;5,35665379615524e-128
"Gpc6";2,10421152693474e-119;0,489145876835086;0,319;0,031;3,24427333222799e-115
"Taldo1";2,98569776799476e-115;1,36288014472362;0,995;0,945;4,60334881869431e-111
"Wnt5b";3,19821695234365e-115;0,54529876206986;0,367;0,049;4,93101089712345e-111
"Foxc1";4,29598712352272e-113;1,16440892818526;0,768;0,324;6,62355294704733e-109
"Cyp2f2";1,63795821587786e-111;1,59999920792041;0,993;0,736;2,52540397724048e-107
"Mgst1";6,86351443596197e-111;1,33727147561615;0,774;0,312;1,05821665573662e-106
"Elf5";7,81770424073966e-109;1,23780786305151;0,77;0,332;1,20533363983724e-104
"Lmo4";1,72640063531377e-107;1,27269561392328;0,845;0,495;2,66176449952677e-103
"Bst1";1,89753809988135e-107;0,495196714728449;0,28;0,026;2,92562424239707e-103
"Aldoc";7,51117706965413e-105;1,09988059399022;0,613;0,187;1,15807328059927e-100
