"";"id";"module";"supermodule";"dim_1";"dim_2"
"2630";"Wnk2";"16";"1";-2,27621524123087;-3,14106352826072
"2631";"Oxct1";"19";"1";-0,07236562756434;-4,57143314381553
"2632";"Ivns1abp";"28";"1";2,45345552178487;5,23038045863198
"2633";"Snhg6";"52";"1";3,78036172600851;4,89365140894936
"2634";"Asb6";"26";"1";4,13263328286275;2,66288415888832
"2635";"Spry1";"24";"1";0,401488258563132;-0,727050380906597
"2636";"Spindoc";"33";"1";3,18641407700643;3,01266567210244
"2637";"Megf6";"30";"1";2,73170502396688;-0,486759321889416
"2638";"Smco4";"32";"1";1,09434874268636;-1,25909801026298
"2639";"Slc44a4";"15";"1";-1,82546715525523;-3,45816190739585
"2640";"Ube2d2a";"28";"1";2,72073776932821;4,8126773069291
"2641";"Trio";"54";"1";2,92934329720602;2,57404486636208
"2642";"Fam214b";"13";"1";2,61779101105794;3,21337787608193
"2643";"Rab18";"8";"1";2,77427704545125;4,243027610579
"2644";"Clint1";"22";"1";1,58008964272603;3,44755761126564
"2645";"Eif4h";"8";"1";2,94279773446187;4,51176540354775
"2646";"Ppp2r2a";"28";"1";2,34417517396078;4,83594457606362
"2647";"Psmb6";"1";"1";-0,271506563700586;-4,188200073442
"2648";"Serinc2";"36";"1";1,2017610809432;2,26644174555825
"2649";"Sdhaf1";"27";"1";-0,65651726064816;-2,10537965794517
"2650";"Kat2b";"16";"1";-2,1337258079423;-3,23001463910057
"2651";"Tuba1b";"49";"1";2,94989283295736;-2,81570609112693
"2652";"Tex30";"2";"1";3,19980843278036;1,74070565203713
"2653";"Zfp651";"11";"1";-2,90954439429179;0,303092447915539
"2654";"B3gnt8";"50";"1";-1,05163662222758;2,78178374270485
"2655";"Slc9a3r2";"4";"1";-5,48924581793681;-1,27637978096916
"2656";"Gsr";"26";"1";4,06166370125875;2,10978345374154
"2657";"Fus";"12";"1";1,35516221734151;4,88530961970375
"2658";"Ntm";"45";"1";-5,05093853262797;-1,7198425104232
"2659";"Marveld2";"13";"1";2,65662772866353;3,15928570727394
"2660";"Trpc3";"4";"1";-6,01365988043681;-1,19697697659446
"2661";"Mbp";"13";"1";2,5920723220931;3,25859419802712
"2662";"Zfp593";"26";"1";4,48422582360372;2,33846632937477
"2663";"Arl5c";"55";"2";-6,31572000769511;-5,46884019871666
"2664";"Hspb6";"20";"1";-4,05394880560771;-0,332724647721783
"2665";"Ubxn1";"1";"1";-0,21954859880343;-3,58276470204307
"2666";"Hint1";"1";"1";-0,114203945673852;-4,1950507928939
"2667";"Gulp1";"23";"1";-1,78066508559123;-1,90658672352745
"2668";"Cyth2";"8";"1";2,82247312279806;4,36701004008339
"2669";"Fgfbp1";"14";"1";-0,192389027155786;2,65413610438393
"2670";"Rab34";"31";"1";-2,2788446405305;0,116200340786442
"2671";"Hcls1";"39";"2";-5,55893938330546;-4,68081625004722
"2672";"Scgb1c1";"19";"1";-0,306568042315393;-6,08935935994102
"2673";"Bcl11a";"32";"1";0,90698452206716;-0,405048387250439
"2674";"Tmem11";"28";"1";3,13614661904439;4,97331420878456
"2675";"Erh";"52";"1";3,89762218209371;4,90437166194008
"2676";"Ackr4";"46";"1";2,13947518082723;-0,607700305184856
"2677";"Lamtor5";"27";"1";-0,538941015429645;-2,03254278202964
"2678";"Polr2i";"37";"1";-0,280774072684198;-1,60451300641014
"2679";"Nacc2";"31";"1";-2,6522952773942;0,110518289604649
"2680";"Pkp1";"22";"1";1,66146571847066;3,06944744090126
"2681";"Plxnb2";"41";"1";-1,83976857451335;-2,64319451352073
"2682";"Pard3";"14";"1";0,0537553569899508;2,62982384661721
"2683";"Col5a3";"35";"1";-5,7806128719224;0,544380081692204
"2684";"Sned1";"25";"1";-2,3457094886674;0,917802525558933
"2685";"Ythdc1";"43";"1";1,71899492951498;4,91079608897255
"2686";"Csnk1e";"8";"1";2,88653190346822;4,21009723643349
"2687";"Cops9";"1";"1";-0,292768255747705;-4,19717128773643
"2688";"Asph";"31";"1";-2,45751576212779;0,180582744875416
"2689";"Vldlr";"11";"1";-2,81993191031352;-0,154734628400341
"2690";"Lsm12";"52";"1";3,325809552394;4,99422399500893
"2691";"Scnn1g";"40";"1";-0,327957973755746;2,48331396082924
"2692";"Ppp1r18";"47";"1";-3,26081435469523;0,533160565295681
"2693";"Fermt1";"22";"1";2,36208064766988;3,84811894396828
"2694";"Wasf2";"23";"1";-1,96718685416117;-1,40296884079887
"2695";"Psmd8";"8";"1";3,23277290078268;4,34575454691933
"2696";"Lmnb1";"9";"1";3,93084914895162;2,51794354418801
"2697";"Fam13a";"34";"1";-2,10338549403086;-3,40609057446434
"2698";"Hspa2";"48";"1";-0,390679598726182;0,556004574397072
"2699";"Pros1";"25";"1";-2,69624464301005;0,954862398901447
"2700";"Armh4";"47";"1";-3,58020012167826;0,679734213152393
"2701";"Nolc1";"52";"1";3,51794584008321;4,98917524317788
"2702";"Cacna2d1";"44";"1";-4,92426101950541;-0,755639510354534
"2703";"Nt5e";"14";"1";-0,100911871470361;2,66509453753518
"2704";"Bmpr1a";"53";"1";-2,0848280647172;0,257149143019184
"2705";"Hmgcs2";"35";"1";-5,35977022436991;0,778755349913105
"2706";"Gm49835";"41";"1";-1,96041838911906;-2,33864386578514
"2707";"Psma7";"1";"1";-0,188563303030877;-4,15441377659752
"2708";"Hmox1";"28";"1";2,90090401383504;4,93035261134194
"2709";"Cdh3";"22";"1";2,48427446099386;3,59867493609475
"2710";"Smim5";"19";"1";-0,220501736678033;-5,23744066258384
"2711";"Polr3d";"26";"1";4,07285411568746;2,33494524458931
"2712";"Card10";"54";"1";2,9225760242568;2,63976685504006
"2713";"Riok3";"43";"1";2,13722951623067;4,81325284937905
"2714";"Higd1a";"1";"1";-0,585842882688939;-3,96107347508384
"2715";"Lsg1";"26";"1";4,34948594781026;2,46014468173073
