"";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj"
"Mlph";0;1,25720199273456;0,62;0,011;0
"Lrrc26";0;2,17891423417232;0,807;0,026;0
"Elf5";0;2,27798474729977;0,853;0,008;0
"Car2";0;3,72156599384756;0,94;0,026;0
"Mme";0;1,94458211316494;0,773;0,023;0
"Kit";0;1,66160298847561;0,667;0,009;0
"Tspan33";0;1,0532521875088;0,58;0,01;0
"Car12";0;2,10474964282902;0,84;0,048;0
"Slc13a2";0;1,53497797490855;0,647;0,003;0
"Slc9a3";0;1,34455951707578;0,633;0,003;0
"Gjb2";0;2,45315522772588;0,88;0,006;0
"Ncald";0;2,00993502111425;0,853;0,021;0
"Esp4";0;4,16448316679893;0,913;0,018;0
"BC006965";2,76065006322893e-299;1,75425987610048;0,7;0,03;4,65252355155971e-295
"Ano1";1,01814179285153e-292;1,95791380140203;0,84;0,051;1,71587436349268e-288
"Pdzk1ip1";5,69850652425889e-281;1,36222408706442;0,633;0,024;9,60369304533351e-277
"Chst9";7,19586212714405e-269;0,771854908527081;0,453;0,009;1,21271864428759e-264
"Rab17";1,21088250008865e-251;1,06664948493782;0,507;0,015;2,04070027739941e-247
"Myo5c";2,21821818624514e-246;1,12018192834158;0,58;0,024;3,73836310927894e-242
"Cldn3";1,67847628190829e-243;2,56709143318964;0,92;0,09;2,82873607790003e-239
"Ppp1r1b";8,43215970602474e-241;0,571791501928376;0,34;0,004;1,42107187525635e-236
"Bst1";1,01255098463687e-237;0,897517729792948;0,36;0,005;1,70645217440851e-233
"Fut9";1,59390283256073e-228;0,772303258324015;0,353;0,005;2,68620444371459e-224
"Dpp4";1,0201699666514e-224;0,706760397745988;0,387;0,008;1,7192924447976e-220
"Barx2";7,01491999518613e-219;1,74977423958091;0,767;0,063;1,18222446678872e-214
"Wfdc18";1,13933339097515e-213;7,02727426634112;0,98;0,139;1,92011856381042e-209
"Prr15l";2,9911696295425e-206;0,903597421483481;0,447;0,015;5,04101817666798e-202
"Sidt1";6,34166801227517e-205;0,598937749002427;0,34;0,006;1,06876131010874e-200
"Clic6";4,61839984730829e-202;0,559862147678788;0,3;0,004;7,78338926266866e-198
"Slc5a1";1,05852128733298e-201;0,505903566271919;0,3;0,004;1,78392592554227e-197
"Smim22";9,48581794312096e-200;1,31815126956399;0,64;0,043;1,59864489795418e-195
"Slco4c1";3,65049777770672e-195;0,377497901436013;0,22;0;6,15218390476913e-191
"Bcl2l14";5,7702775398239e-195;1,4210543962303;0,62;0,042;9,72464873786522e-191
"Slc34a2";1,26123188609184e-191;0,570446331629626;0,307;0,005;2,12555409763059e-187
"Gpc6";3,1152703222258e-191;1,04399495420186;0,5;0,024;5,25016507404714e-187
