"";"id";"module";"supermodule";"dim_1";"dim_2"
"2028";"Atg101";"31";"1";2,57034535683125;-3,05102697540581
"2029";"Sin3b";"4";"1";0,38478298462361;4,25633701156319
"2030";"Rpn2";"19";"1";-2,2653174551633;0,105774725186236
"2031";"Tmed4";"24";"1";-1,12754742824108;1,22810968230904
"2032";"Hspa9";"26";"1";1,15878362930745;3,9064606077546
"2033";"Rcn1";"15";"1";-1,61482147895366;0,254236067044146
"2034";"Grpel2";"14";"1";2,77509064949483;-1,60748211075126
"2035";"Timp1";"14";"1";2,41354699409932;-1,1211296670562
"2036";"Rbbp7";"26";"1";1,06688423431843;3,16031726669014
"2037";"Ddost";"58";"1";-0,79758219443828;3,84990009139717
"2038";"Timm17b";"3";"1";-2,0894310327676;2,54939636062325
"2039";"Slc22a1";"10";"1";-4,28303603850871;2,94331916640938
"2040";"Gpc4";"15";"1";-1,81871001445323;-0,34213939834892
"2041";"Ube2a";"5";"1";0,369014456638991;1,1598785765046
"2042";"Fgb";"42";"1";-4,10143356048137;3,47146209548653
"2043";"Gstm5";"11";"1";-0,661653086772264;2,43570026229561
"2044";"Exoc3l4";"27";"1";2,65627856529683;0,966965997921831
"2045";"March5";"5";"1";0,318440630802809;0,940711820828326
"2046";"Car13";"31";"1";2,4848784951064;-3,02434602905571
"2047";"Rybp";"18";"1";2,53756566322774;1,91721519302071
"2048";"Sytl1";"2";"1";-3,96920184814006;2,90895351241768
"2049";"Pgp";"19";"1";-2,16592501126796;0,314188802945025
"2050";"B4galt1";"47";"1";-5,01736144744426;2,12380203078926
"2051";"Igtp";"50";"1";-2,76003820937693;-2,98712698150932
"2052";"Me3";"41";"1";1,85063262260884;1,38517221282662
"2053";"Klc3";"15";"1";-1,94341765367061;0,975300157772906
"2054";"Srsf9";"22";"1";-0,190724417796434;2,36568816970528
"2055";"Pde6d";"30";"1";1,0975904015395;2,15058502029122
"2056";"Soat1";"15";"1";-1,95652012549907;-0,355733072054975
"2057";"Pecr";"2";"1";-3,95403914176494;2,63854869674385
"2058";"Arhgef10";"23";"1";1,07087345398396;-2,79442874122917
"2059";"Anp32b";"26";"1";0,585547640690504;3,88183101485909
"2060";"Psma4";"4";"1";-0,13343481742412;4,47190841506661
"2061";"Gng11";"2";"1";-3,81581144057781;2,85729106734932
"2062";"Cnn1";"53";"1";-1,03006462775737;-6,14597781900822
"2063";"Rnf122";"25";"1";2,72094865120381;0,170490110623247
"2064";"Psmc4";"5";"1";0,149077608952223;1,46576198409737
"2065";"Il1r2";"10";"1";-4,43206588946849;2,76706012557686
"2066";"Phlda2";"2";"1";-3,27852569543392;2,68403419326485
"2067";"Tra2a";"49";"1";3,20944638527363;-1,70499578644096
"2068";"Skp1a";"4";"1";0,12161250389546;4,15090545486153
"2069";"Urah";"22";"1";0,1200947312209;2,25064929794014
"2070";"Gm16286";"4";"1";0,406099751362501;4,06132873367012
"2071";"Mmgt2";"21";"1";-2,01874803029567;1,47136100600899
"2072";"Itfg1";"2";"1";-3,12871576868564;2,89395316909493
"2073";"Mkrn1";"29";"1";0,0183341053816664;1,2343357450837
"2074";"Ifitm1";"50";"1";-2,53983512543708;-3,517226135028
"2075";"Sgms1";"25";"1";2,46575255669087;-0,129560624850385
"2076";"Tppp3";"44";"1";3,90841813362568;-3,73967829872429
"2077";"Zc3h12a";"14";"1";3,17319484032124;-1,32210842300712
"2078";"Trappc4";"22";"1";0,0889112500044691;2,2273195631379
"2079";"Pik3ap1";"8";"1";-2,30069886170894;-1,17967001129448
"2080";"Wbp2";"30";"1";0,8986751583907;2,1910417921418
"2081";"Papss1";"26";"1";1,07814212120503;3,90835269759835
"2082";"Klhdc7a";"1";"1";1,55652518547505;-3,25335994888603
"2083";"Tob1";"49";"1";3,34643645561665;-2,18263260055839
"2084";"Smarca5";"16";"1";1,9657806900832;-1,07137647796928
