"";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj"
"Cxcl10";1,03705639446728e-257;2,92562463271545;0,998;0,589;1,7477511415957e-253
"Gbp6";6,91017873965796e-93;1,04372541261246;0,592;0,204;1,16457242299456e-88
"Ifitm3";1,85103085049857e-83;0,672031597614487;1;0,998;3,11954229234524e-79
"Cd74";4,3469225955494e-70;1,08527977814769;0,709;0,356;7,3258686502794e-66
"Irgm1";2,0205808345311e-67;0,933710988223182;0,84;0,554;3,40528488043527e-63
"Tnip1";1,20172155500112e-62;0,707551853855832;0,701;0,356;2,02526133664339e-58
"Il18r1";2,50661966795225e-60;0,649704325962097;0,703;0,354;4,22440612639993e-56
"B2m";7,96890898601856e-56;0,627044097622885;0,99;0,938;1,34300023141371e-51
"Vcam1";6,28979691141554e-55;0,651390865293994;0,493;0,19;1,06001947348086e-50
"H2-Q7";7,18426146261732e-55;0,769984378199039;0,752;0,45;1,2107635842949e-50
"Ifi47";1,41612189251539e-54;0,646632781310016;0,374;0,119;2,38659022545619e-50
"Robo2";1,40647218039133e-50;0,524132437137813;0,626;0,294;2,37032756561352e-46
"Cxcl9";3,26302541871386e-49;0,75535733640471;0,145;0,019;5,49917673815846e-45
"Clca3a2";1,19628391493476e-48;0,670368394087331;0,455;0,182;2,01609728183954e-44
"C3";1,47637123543616e-46;0,508010416857089;0,414;0,157;2,48812844308057e-42
"Iigp1";1,57176002175828e-45;0,461632706476266;0,315;0,094;2,64888716466923e-41
"H2-Q6";4,31986970770173e-45;0,575547735385111;0,568;0,264;7,28027641838972e-41
"Cldn1";1,29085697706492e-42;0,67275012195133;0,624;0,329;2,17548126344751e-38
"Ccl19";2,82027955053107e-40;0,251023850129752;0,184;0,04;4,75301712651001e-36
"Rps20";3,07711200331483e-40;0,282214256308271;1;1;5,18585685918648e-36
"Gbp2";1,2569962933249e-39;0,666343227165052;0,521;0,255;2,11841585314046e-35
"Fxyd3";6,05274348801106e-39;-0,752271141523911;0,96;0,985;1,0200688600345e-34
"Icam1";1,64948064072093e-38;0,498276196733322;0,99;0,955;2,77986972380698e-34
"C1s1";3,64362050658512e-38;0,371675110199905;0,392;0,16;6,14059363974791e-34
"Odc1";8,60412320342271e-38;0,733910898354451;0,871;0,717;1,45005288347283e-33
"Rps12";4,92426523852727e-36;0,2773314147939;1;1;8,29886420649001e-32
"Serpina3g";3,71560127058134e-35;0,291639032695685;0,174;0,04;6,26190282131073e-31
"Gbp3";1,5633927204081e-34;0,416838429959015;0,354;0,143;2,63478575170376e-30
"2410006H16Rik";1,72786102492866e-34;0,412188854291074;0,992;0,967;2,91196418531227e-30
"Batf";2,22180166921469e-34;0,381573093728938;0,376;0,158;3,74440235312752e-30
"H2-K1";8,0640112418921e-34;0,421329742851732;0,998;0,992;1,35902781459608e-29
"Ltb";1,74223664528634e-33;0,371995636457887;0,204;0,057;2,93619141830106e-29
"Maff";4,72340426745474e-33;0,451193472965894;0,996;0,966;7,96035321194147e-29
"H2-D1";6,94402393204175e-33;0,419010379022321;0,992;0,987;1,170276353267e-28
"Cyp2f2";7,3374540002753e-33;-1,91831375419256;0,226;0,495;1,2365811226664e-28
"Itm2b";9,87211076505277e-33;-0,374326147766901;1;1;1,66374682723434e-28
"Igtp";2,17365248322442e-32;0,437145736238608;0,438;0,212;3,66325652997812e-28
"Ctps";2,72478568643255e-32;0,430599134729877;0,594;0,343;4,59208131734477e-28
"Ccnd2";7,06993478753859e-32;0,502069977371375;0,756;0,506;1,19149610974388e-27
"Casp4";3,91166780022259e-31;0,492298742315506;0,782;0,565;6,59233374371513e-27
"Tap1";7,82995639369507e-31;0,514498159355834;0,711;0,503;1,31958255102943e-26
"Pde4b";2,28335535531677e-30;0,516666744182137;0,828;0,634;3,84813878031534e-26
"Gbp4";5,6570766730671e-30;0,26292715372475;0,174;0,046;9,53387131711999e-26
"Oasl2";1,10350193107411e-29;0,404431665521311;0,374;0,168;1,85973180443919e-25
"H2-Ab1";1,58941117818676e-29;0,380339062897095;0,37;0,168;2,67863465859815e-25
"Bst2";2,25501092049381e-29;0,500936562645454;0,416;0,201;3,80036990430822e-25
"Sox4";4,84243232280832e-29;0,507057497862716;0,99;0,971;8,16095119362886e-25
"Plscr1";9,7261325252595e-29;0,581815250421815;0,844;0,694;1,63914511448198e-24
"H2-T22";1,1935598102878e-28;0,38561954643934;0,598;0,353;2,01150634827803e-24
"Tpbg";1,73490612449947e-28;0,494329808654275;0,814;0,616;2,92383729161895e-24
"Gxylt2";1,79295929336149e-28;0,309008877529544;0,267;0,1;3,02167429710213e-24
"Pim1";2,45332349338452e-28;0,399712667004963;0,972;0,907;4,13458608340093e-24
"Atp1a1";3,00677761223971e-28;-0,720918845396009;0,935;0,957;5,06732230990759e-24
"Fscn1";5,05080573045662e-28;0,346222525944405;0,321;0,136;8,51212289753854e-24
"Psmb8";7,33819756451221e-28;0,367262022525324;0,62;0,375;1,23670643554724e-23
"Igfbp5";2,32164026936559e-27;-1,38177910230158;0,331;0,572;3,91266034596183e-23
"Gbp7";2,76875663618872e-27;0,390458385751403;0,333;0,144;4,66618555896884e-23
"Gas5";2,49548048320807e-26;0,268123559089665;1;1;4,20563325835056e-22
"Eif5a";2,63876723285637e-26;0,284047504419557;1;0,998;4,44711441753284e-22
"Prxl2b";6,54021509360578e-26;0,490847376971912;0,749;0,556;1,10222244972538e-21
"Samhd1";7,39577525189661e-26;0,314235542385121;0,44;0,226;1,24641000320214e-21
"H2-Q4";2,69431987818189e-25;0,408197605478558;0,788;0,591;4,54073729069994e-21
"Cxadr";2,79346440339788e-25;0,350768176595031;0,994;0,928;4,70782555904644e-21
"Npm1";3,33008481866155e-25;0,2851395720151;1;1;5,61219194489031e-21
"Sod2";3,84441567787388e-25;0,447557760250059;0,917;0,849;6,47899374192085e-21
"Nrxn1";2,39962206042383e-24;0,296003683648375;0,545;0,316;4,04408305843228e-20
"Gm42418";4,36966700285944e-24;-0,978116706331736;1;1;7,36419979991901e-20
