"";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj"
"Klk1b11";7,26193486011007e-272;4,14612539818798;0,989;0,591;1,07019134033442e-267
"Klk1b3";3,12902393643675e-252;2,31245513249015;0,812;0,154;4,61124257512684e-248
"Serpinb1a";8,34145857759342e-244;1,55775956393976;0,736;0,108;1,22928075057994e-239
"Klk1";2,3554717327231e-243;4,68241281966714;1;0,998;3,47125869251403e-239
"Scgb1c1";4,1082153924357e-243;1,86185205665226;0,676;0,082;6,05427702383249e-239
"Arg1";3,94151461591132e-242;1,65977326579436;0,865;0,182;5,80861008946851e-238
"Ly6a";1,12157945747347e-238;2,01909361690029;0,925;0,269;1,65287164647866e-234
"Klk1b1";7,01306513086324e-234;1,10717915590488;0,638;0,064;1,03351540833532e-229
"Pcp4l1";1,8867078559192e-233;1,55479894919891;0,814;0,151;2,78044136726813e-229
"Klk1b27";9,46222123827005e-224;1,59499772976582;0,752;0,139;1,39444754388386e-219
"Klk1b4";5,87963465413576e-216;3,6029705729937;0,831;0,259;8,66481758979987e-212
"Klk1b9";8,51925550473349e-214;3,02529738585956;0,949;0,494;1,25548268373257e-209
"Klk1b26";1,14153574366274e-212;4,48789871718992;0,973;0,733;1,68228122543577e-208
"Slit2";2,36851274952657e-208;0,980276829290273;0,729;0,113;3,4904772389773e-204
"Klk1b16";2,00913820425275e-197;2,976033003525;0,679;0,124;2,96086697160728e-193
"Klk1b5";1,01806407058029e-193;3,65492999345188;0,883;0,426;1,50032102081418e-189
"Slc12a2";2,07916919987499e-192;-2,51169814419906;0,142;0,879;3,06407164985577e-188
"Klk1b24";9,39710746718819e-192;0,934659165685551;0,526;0,051;1,38485172743952e-187
"Klk1b21";6,41844316595808e-186;2,12237753001045;0,639;0,105;9,45885969367243e-182
"Wfdc2";1,0638048873795e-179;1,72128302263248;1;0,771;1,56772926253117e-175
"Stxbp6";4,2155045435562e-174;1,3058915097601;0,86;0,297;6,21238904583877e-170
"Lgals3";1,91036135726172e-171;2,40483403264329;0,801;0,246;2,81529953219659e-167
"C130026I21Rik";6,06237230179199e-170;0,93427024264789;0,663;0,126;8,93411806115085e-166
"Nudt4";8,50691808195807e-170;1,40602362804041;0,807;0,268;1,25366451773816e-165
"Trdc";4,87222306610166e-169;0,658438802206392;0,486;0,048;7,18019513251401e-165
"Mgll";4,34156234685869e-161;0,997258774644418;0,758;0,189;6,39816043056565e-157
"Hhatl";1,11916313406733e-157;0,555650742557532;0,335;0,012;1,64931071067503e-153
"Fndc5";1,28436210809825e-150;0,652974596717843;0,506;0,068;1,89276443870439e-146
"Pon1";9,9626134489735e-149;0,656137941758939;0,31;0,01;1,46819034397522e-144
"Hsd11b1";1,31679496828342e-147;1,15070613248614;0,381;0,028;1,94056074475927e-143
"Tgfb2";2,60678187107169e-142;0,983078458734928;0,776;0,216;3,84161444339834e-138
"Ngf";5,28580384174775e-142;1,36523869460118;0,545;0,098;7,78968912158366e-138
"Mpp6";6,84432301238456e-140;1,03670539704896;0,798;0,281;1,00864788233511e-135
"Kcnj16";2,63036901329421e-137;0,4855151122494;0,319;0,016;3,87637481489168e-133
"Eepd1";6,68671201661052e-137;0,797839838748865;0,596;0,126;9,85420749887893e-133
"Crisp3";1,03491414648876e-133;2,28872767735603;0,923;0,676;1,52515297768048e-129
"Mucl2";5,57308481899038e-128;-2,63594248121569;1;1;8,21305509774613e-124
"Egf";8,67916558504261e-128;1,47935469782384;0,552;0,117;1,27904863226773e-123
"Cryab";4,32441636728889e-126;-1,4816391727886;0,164;0,757;6,37289240047364e-122
"Tmem163";1,06039051586195e-125;0,453766189527727;0,31;0,019;1,56269750322575e-121
"Klk1b8";2,38234439031306e-125;0,978515979269708;0,506;0,091;3,51086092800436e-121
"Ncald";7,62438313104885e-125;-1,39172692779484;0,158;0,751;1,12360534202267e-120
"Gsta4";9,54171779060345e-125;0,987333794805314;0,825;0,297;1,40616295080123e-120
"Ifitm3";1,99416501964588e-124;-2,03104563151142;0,423;0,897;2,93880098945213e-120
"Clint1";5,07426011011939e-122;0,97757187838119;0,854;0,398;7,47793712428294e-118
"Chst7";1,509136940352e-121;0,383447806236766;0,271;0,011;2,22401510899674e-117
"Muc13";3,98002724929733e-121;0,534056678526213;0,29;0,016;5,86536615728948e-117
"Sema3c";1,16247349922955e-117;0,668537588354478;0,565;0,125;1,71313719581459e-113
"Timp3";5,60876266115025e-117;1,2806043521469;0,696;0,206;8,26563353373713e-113
"Mfsd4a";1,01142159210871e-116;0,483156267983694;0,346;0,034;1,49053200029061e-112
"Slc2a4";1,77850576487608e-116;0,507973561743444;0,415;0,058;2,62098394569788e-112
"Man2b1";8,21850741618309e-116;0,904699646925358;0,727;0,258;1,2111614379229e-111
"Calm1";2,31050149258046e-115;-1,40932049440384;0,754;0,954;3,40498604961582e-111
"Klk1b22";2,79245543170303e-112;2,8238865444936;0,623;0,19;4,11524156970076e-108
"Stxbp5l";2,03646084815331e-111;0,538108675976489;0,375;0,045;3,00113235192353e-107
"Egln3";5,91999181839014e-111;0,574223418478137;0,461;0,081;8,72429194276154e-107
"Acsm1";3,83605916711172e-110;0,399968830998148;0,257;0,013;5,65320039457254e-106
"Mapk13";1,33242779749688e-106;0,866816715874098;0,792;0,323;1,96359884517115e-102
"Mapt";1,99705859763865e-106;0,510994108523244;0,377;0,053;2,94306525534008e-102
"Wnt4";2,82591532824003e-105;1,21939467524297;0,86;0,512;4,16455141922734e-101
"2410002F23Rik";7,44061446977425e-105;0,795698034070913;0,71;0,247;1,09652335441063e-100
"Cracr2a";4,57043572067431e-104;0,502245641179918;0,561;0,13;6,73545112155773e-100
"Scgb1b27";8,63401502528544e-104;-3,00003629804261;0,998;1;1,27239479427631e-99
"Ablim1";8,1578214837514e-103;0,752247744918443;0,659;0,207;1,20221815206044e-98
"Scn1b";1,06065458077404e-102;0,417000207144631;0,317;0,033;1,5630866556867e-98
"Ces1d";1,20097999384284e-102;1,10174233589596;0,962;0,55;1,7698842169262e-98
"Pip";9,52745689687046e-102;-4,02912759112787;0,769;0,936;1,4040613228918e-97
"Itprid1";3,36241787592101e-99;0,567177076400653;0,583;0,148;4,9551952237448e-95
"Lamb3";6,01675841837143e-99;0,498859486377818;0,401;0,066;8,86689688115398e-95
"Arhgap9";1,41948582463091e-98;0,373779929894319;0,286;0,025;2,09189625975857e-94
"Tns4";5,11677842821401e-98;0,450036519132892;0,357;0,05;7,54059636965899e-94
"Pllp";9,06105377160307e-98;0,686089269304968;0,605;0,181;1,33532749432114e-93
"Prol1";6,23505775737528e-97;-2,75521569929434;0,984;0,996;9,18860461704395e-93
"Tacc2";2,23906684298828e-96;0,738984763603999;0,732;0,278;3,29971280651182e-92
"Def6";1,02715193878331e-95;0,517544904307449;0,444;0,09;1,51371381218496e-91
"Adamts2";1,60333912347175e-95;0,425579922425793;0,299;0,032;2,36284086626032e-91
"Pkp1";2,95447790788678e-95;0,471501918651955;0,392;0,066;4,35401409285274e-91
"Tmsb4x";1,90664239666692e-94;-1,23633782481859;0,945;0,997;2,80981889996805e-90
"Uhrf1bp1l";3,45636895783657e-93;0,595199642876859;0,683;0,227;5,09365093316375e-89
"Acpp";3,52783265131337e-93;0,528670927236062;0,366;0,06;5,19896697824052e-89
"Phlda1";1,01353443917718e-92;-1,286036110815;0,495;0,903;1,4936457030154e-88
"Unc13b";1,36383652333858e-90;0,644531187234364;0,614;0,189;2,00988588444407e-86
"Stk39";5,08209619792703e-90;-0,999932222734109;0,244;0,689;7,48948516688507e-86
"Tmem52";1,38286888105508e-89;0,665993537443734;0,754;0,281;2,03793387001087e-85
"Atp1a1";3,40464393831271e-89;0,841586548435589;1;0,943;5,01742377189144e-85
"Sgk1";5,06341891197891e-89;1,00993035188341;0,732;0,307;7,46196045058332e-85
"Scgb2b27";1,10941030274658e-88;-2,90136441947161;0,996;0,998;1,63493796315764e-84
"Pam";1,88208636295015e-88;-1,32805260392758;0,153;0,627;2,77363067307964e-84
"Tesc";1,34175949599378e-86;0,770084954161239;0,974;0,789;1,97735096924604e-82
"Snx31";2,21722067278841e-86;0,301511709601526;0,191;0,007;3,26751810548827e-82
"Gabarapl1";5,49187687506615e-86;0,958430340889308;0,865;0,59;8,09337895078499e-82
"Smgc";9,19993376850003e-86;-6,1122697364056;0,836;0,947;1,35579423946385e-81
"Tmem151a";1,23719049085283e-85;0,423060739275463;0,352;0,059;1,82324762636981e-81
"Amer2";7,39787242511142e-84;0,316417175342766;0,233;0,019;1,09022445928867e-79
"Kcnj15";3,02832159387975e-83;0,355499884616613;0,257;0,026;4,46283753290059e-79
"Tmcc3";3,13704457305157e-83;0,579866232566398;0,612;0,201;4,6230625873061e-79
"Man1a";1,02251457585455e-82;0,344757388317109;0,257;0,026;1,50687973043685e-78
"Cacnb4";1,16902112306258e-82;0,330651955949891;0,251;0,025;1,72278642905732e-78
"Rnf128";3,05703728464785e-82;0,446956277444693;0,399;0,084;4,50515584638554e-78
"Ubc";3,79815735943481e-81;1,08454341203049;1;0,97;5,59734450059909e-77
"Foxq1";4,29702204327037e-81;1,14763672599335;0,807;0,447;6,33252138516754e-77
"Clip4";3,69410644011565e-80;0,416714397187554;0,284;0,038;5,44400466079844e-76
"Cyp2f2";4,19977752501059e-80;0,61853686294612;0,998;0,755;6,1892121386081e-76
"Fa2h";1,10492712188879e-79;0,343071668505974;0,26;0,03;1,6283310995275e-75
"Wfdc18";8,92474866804595e-79;-4,73205297863111;0,213;0,645;1,31524021120993e-74
"Wsb1";1,59925051609722e-78;0,702027978261525;0,672;0,268;2,35681548557247e-74
"Hmgn3";2,11009706535393e-77;-0,879994489630182;0,228;0,652;3,10965004521208e-73
"Plpp1";1,00967268222398e-76;0,254048547127056;0,255;0,029;1,48795463179347e-72
"Fmo1";1,95285708536625e-76;0,456380236583661;0,437;0,106;2,87792548670424e-72
"Eva1a";3,00600670969284e-75;0,441534126851712;0,362;0,074;4,42995208807433e-71
"Emb";1,16906815610753e-73;0,551436171940808;0,543;0,17;1,72285574165566e-69
"Tex2";1,73111455730546e-73;0,403719379079297;0,362;0,076;2,55114352310106e-69
"Elovl7";2,07350402631249e-72;0,614416305692775;0,71;0,295;3,05572288357671e-68
"Nt5dc2";4,354128947845e-72;0,372944182487507;0,302;0,051;6,41667983043917e-68
