"";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj"
"Itih5";0;1,74405484665997;0,85;0,047;0
"Trp53i11";0;1,11821937305564;0,666;0,028;0
"Slc4a11";0;2,08710926000514;0,948;0,07;0
"Atp6v0d2";0;1,79724279841964;0,971;0,328;0
"Ociad2";0;1,46132149104741;0,856;0,129;0
"Stap1";0;3,03792272553727;0,989;0,122;0
"Hepacam2";0;2,37630405493053;0,982;0,069;0
"Pde1c";0;1,42577596562769;0,856;0,125;0
"Aldh1a3";0;2,14692449211956;0,94;0,071;0
"Ascl3";0;2,76993153897641;0,911;0,068;0
"Nrip3";0;1,45932452657198;0,769;0,048;0
"Cpxm2";0;1,47990233732584;0,797;0,035;0
"Pdlim3";0;1,63357425178721;0,904;0,173;0
"Hexa";0;1,37475716097454;0,889;0,172;0
"Foxi1";0;1,91391028048203;0,782;0,034;0
"Gng4";0;1,16017190678525;0,658;0,024;0
"Serpinb9";0;2,07487586886368;0,902;0,162;0
"Rcan2";0;1,79795645040752;0,885;0,035;0
"Aldh1a1";0;1,43322585213979;0,802;0,066;0
"Tspan1";2,05116196642148e-306;1,88657252251869;0,918;0,233;3,04228342859635e-302
"Gnas";3,33909106764021e-299;1,6745984319749;1;0,988;4,95253987152396e-295
"Ldhb";1,69816020353574e-298;2,0812597664705;0,995;0,688;2,51871121388421e-294
"App";2,71641201278128e-295;1,85461578998319;1;0,815;4,02898229735719e-291
"Pam";3,06727406879227e-295;1,89117150340555;0,979;0,447;4,54938089883269e-291
"Dsc3";4,37139170386335e-295;1,14953545318937;0,649;0,04;6,48364817517013e-291
"Colec12";4,46191602223119e-295;0,897788031054314;0,602;0,022;6,6179138441733e-291
"2610016A17Rik";3,40994326456136e-294;1,03897408599508;0,58;0,018;5,05762784999741e-290
"Clcnka";2,92549811451767e-291;1,17219386879688;0,586;0,022;4,33909880345261e-287
"Khdrbs3";1,26603497659697e-288;1,18772260634293;0,757;0,098;1,87778307728862e-284
"Btg3";5,60290638985507e-281;1,43375895084855;0,895;0,209;8,31023075743304e-277
"Slc12a2";7,52925324899882e-280;2,07621609323871;1;0,679;1,11673884189151e-275
"Gprc6a";7,71753191456036e-280;0,867909236006802;0,513;0,006;1,14466433356759e-275
"Plxna4";1,21799579784654e-276;1,21036012014985;0,776;0,107;1,80653136736599e-272
"Mal";1,35983637529842e-276;1,49085524161911;0,918;0,241;2,01690931184261e-272
"Atp6v0b";1,47148220200124e-273;1,52591684509502;0,998;0,883;2,18250240200823e-269
"Neurl1a";9,11037763491126e-273;0,842734857446348;0,542;0,016;1,35125121081004e-268
"Itpr2";1,36348025594757e-272;1,66694811328797;0,968;0,413;2,02231391562143e-268
"Atp6ap2";7,35636655701805e-271;1,62771917736102;0,983;0,627;1,09109628773692e-266
"Plcg2";4,16067225819111e-269;1,11389837951081;0,75;0,098;6,17110909334906e-265
"Atp6v0c";1,61653464074705e-266;1,49471737176712;1;0,928;2,39764417915603e-262
"Kcnj8";8,02277147790102e-266;1,09369396452968;0,515;0,012;1,18993746560228e-261
"Fgf10";6,7479094542776e-264;0,883062878277914;0,551;0,022;1,00084993025845e-259
"S100a6";7,11542270882908e-263;2,50278786461136;0,957;0,399;1,05535949617353e-258
"Pdlim4";2,16215471260741e-261;1,63339093436944;0,948;0,347;3,20690786973932e-257
"Rbpms";1,31988978441663e-259;1,71106514196681;0,986;0,552;1,95766052824674e-255
"Cox7a1";2,74141218140652e-259;1,5325903843267;0,873;0,21;4,06606254746214e-255
"Ndufa4";3,54722727147327e-258;1,27936242289892;1;0,96;5,26124748904916e-254
"Cox8a";8,23252143644049e-258;1,1155860484517;1;0,975;1,22104757945285e-253
"Tmem61";2,21235801954715e-252;0,924566656472814;0,544;0,027;3,28136941459234e-248
"Tmem171";3,4155059741175e-249;1,07380450601342;0,676;0,082;5,06587846081107e-245
"Aplp2";9,36816265307652e-249;1,45868029577482;0,998;0,817;1,38948588470431e-244
"Atp6v1e1";1,75743652456341e-247;1,48104235717251;0,992;0,751;2,60662985323245e-243
"Vwf";1,06230166171148e-245;1,10004919665221;0,573;0,041;1,57560582465047e-241
"Scnn1b";6,20310452740434e-244;1,44141608563498;0,91;0,255;9,20044463504611e-240
"Asgr1";2,48677114204299e-243;1,87226626774164;0,951;0,498;3,68837895787816e-239
"Uqcr10";8,82465119617567e-243;1,27064257367299;1;0,952;1,30887226541677e-238
"Ncald";6,72540237957068e-240;1,62424343950013;0,974;0,57;9,97511680937923e-236
"Gapdh";2,36041418034113e-239;1,23749438871517;1;0,958;3,50096631228197e-235
"Cox6c";4,87325550442339e-237;1,10338918987268;1;0,973;7,22801256416077e-233
"Cycs";6,7095258348522e-237;1,40486505214707;0,997;0,822;9,95156871825279e-233
"Atp5b";9,09436405178454e-233;1,03724467765331;1;0,98;1,34887607616068e-228
"Ndfip1";1,21639528867011e-228;1,20952045847728;0,995;0,85;1,80415749215551e-224
"Nupr1";2,18043741378499e-228;2,09343166375654;1;0,934;3,23402477212589e-224
"Fxyd2";4,41068147899179e-227;1,85401158498637;1;0,794;6,54192276964062e-223
"Vps36";1,13407491638285e-224;1,62096360173382;0,913;0,454;1,68205991597904e-220
"Gm16233";1,84208879782435e-224;1,02961040076696;0,46;0,016;2,73218610493307e-220
"Got1";8,14151343089283e-224;1,17038985273929;0,809;0,209;1,20754927207002e-219
"Adgrf5";2,74482308649319e-223;0,922796091126186;0,571;0,05;4,0711216018867e-219
"Pfkp";8,6052062290764e-223;1,11981110793625;0,823;0,202;1,27632418789661e-218
"Apobec3";1,60863027540879e-222;1,39884049378609;0,927;0,35;2,38592042448632e-218
"Ifi27l2a";1,20394181977219e-221;2,46131209183156;0,989;0,707;1,78568650708611e-217
"Uqcrb";2,41672325622855e-221;1,10297955944079;1;0,957;3,58448393363818e-217
"Atp6v1g3";2,7834858770383e-220;1,23901592411278;0,42;0,007;4,12846625282321e-216
"Ckmt1";2,90375822736773e-218;1,47091429298612;0,994;0,761;4,30685420283182e-214
"Cox7a2";9,69694829393994e-215;1,04105591617828;1;0,964;1,43825137095717e-210
"Pgam1";1,61516990884591e-212;1,29668670016743;0,977;0,704;2,39562000880025e-208
"Tle5";2,82006111091149e-210;1,05771611132202;0,998;0,951;4,18271463970392e-206
"Atp5e";2,06807387336055e-207;0,982935458933073;1;0,992;3,06736716896837e-203
"Bik";1,27038376919285e-206;1,35149999588413;0,826;0,262;1,88423320646684e-202
"Eno1";2,03254644519868e-203;1,21623966704894;0,985;0,77;3,01467288751868e-199
"Ifitm3";2,43890465273404e-202;1,60819138225472;0,997;0,759;3,61738338093513e-198
"Calm1";2,48191313429611e-202;1,25343624607636;0,998;0,901;3,68117356078799e-198
"Syn2";1,31685001765483e-201;0,624717824367989;0,427;0,016;1,95315194618565e-197
"Gmpr";2,03418279949193e-199;0,691808699608699;0,446;0,023;3,01709992820644e-195
"Elob";1,68615214987702e-198;1,06254201666969;1;0,933;2,5009008686976e-194
"Ly6e";4,06951954865557e-198;1,2041989678039;1;0,868;6,03591139456594e-194
"Ckap2";6,55300418730665e-198;0,880865172450288;0,461;0,027;9,71941581061322e-194
"Hspb7";4,53205672714545e-195;0,64850674819263;0,427;0,019;6,72194653770212e-191
"Rnasek";1,46589853640823e-194;1,09534062273046;1;0,929;2,17422070920069e-190
"Serinc3";2,03771974824572e-194;1,23147929943449;0,922;0,431;3,02234593059805e-190
"Anxa1";3,93627044735546e-194;1,56144683809901;1;0,89;5,83827632751762e-190
"Atp6v1d";5,88502481405961e-193;1,16652072960768;0,976;0,679;8,72866880421321e-189
"Entpd1";1,61060497948499e-191;0,754639408469392;0,476;0,036;2,38884930557214e-187
"Prdx5";1,89635415048162e-191;1,13559604882235;0,998;0,888;2,81267247599434e-187
"Cox5a";1,23253175107336e-190;0,988523581257102;0,998;0,941;1,82809109319201e-186
"Tpi1";1,75036685974152e-190;1,09601511333183;0,997;0,911;2,59614412636862e-186
"Chchd10";1,81052440696139e-190;0,942871290334678;1;0,958;2,68536980040513e-186
"Slc9a4";9,57737240414446e-188;0,605743141800165;0,427;0,022;1,42051587498271e-183
"Steap2";2,57214241808754e-186;0,596765152669832;0,389;0,013;3,81500163450744e-182
"S100a1";6,94216259179932e-186;1,35876565869857;1;0,86;1,02966155561568e-181
"Cox7c";1,74282310405336e-185;0,861458844564042;1;0,982;2,58495522793195e-181
"Cpne8";1,22891036619587e-184;0,94587357226582;0,716;0,16;1,82271985514171e-180
"Atp6v1b1";7,3517457900417e-184;0,903441556683229;0,71;0,148;1,09041093557899e-179
"Tmem9b";8,45515617720366e-184;1,08233564129811;0,809;0,27;1,25406876420285e-179
"Serpinb6b";2,44042618680033e-182;1,45647268789409;0,937;0,479;3,61964012026225e-178
"Myo1b";7,01846427781745e-182;0,903933021529027;0,713;0,159;1,04097862168588e-177
"Serinc2";9,40801855481473e-181;0,957462863741292;0,78;0,22;1,39539731205012e-176
"Prdx2";1,49414604816316e-180;1,00271461752448;0,998;0,921;2,21611741863559e-176
"Atp5l";1,39597590630438e-177;0,846325968162809;1;0,961;2,07051146423065e-173
"Slc16a11";2,82448280110832e-177;1,18531492354141;0,942;0,484;4,18927289060387e-173
"Atp5md";2,88617873993209e-177;0,979478963335914;0,997;0,92;4,28078030706727e-173
"Cidea";9,72877058189072e-177;0,686350300917129;0,403;0,022;1,44297125270603e-172
"Shisa5";1,12813571542799e-176;1,14250537694343;0,936;0,511;1,67325089312279e-172
"Wdr72";1,90657371121151e-176;0,721376170078341;0,525;0,064;2,82783012846891e-172
"Pakap.1";4,14918771630163e-175;0,753376376825299;0,524;0,065;6,15407522081858e-171
"Sh3bgrl2";9,15910942555654e-174;0,905515393078924;0,71;0,172;1,35847910999855e-169
"Bsnd";3,60999412635002e-173;0,73457832913219;0,519;0,062;5,35434328820235e-169
"Parm1";3,97086717784763e-171;0,827209079983437;0,681;0,153;5,88959019818361e-167
"Atp5d";4,31628099908597e-171;0,80847923549269;1;0,978;6,40190797784431e-167
"Slc43a2";4,66164752198398e-171;0,74166129036197;0,542;0,076;6,91415560460663e-167
"Tmprss13";2,00798553565959e-170;0,773785757226872;0,556;0,082;2,9782441464903e-166
"Tm6sf1";5,71433942074807e-170;0,596067028477605;0,354;0,011;8,47550822885354e-166
"1700025G04Rik";1,39056662618005e-169;0,756536140572682;0,531;0,071;2,06248841995026e-165
"Jam2";7,18765910096347e-169;0,747552381298345;0,547;0,08;1,0660735978549e-164
"Tsc22d1";8,62336935944213e-169;1,48462510175792;0,983;0,738;1,27901814339246e-164
"Cyp2f2";8,68634692474582e-169;-2,61967907237235;0,47;0,893;1,2883589758783e-164
"Iscu";9,28924816176739e-169;1,03174885723385;0,934;0,571;1,37778128735334e-164
"Litaf";8,36087924850987e-168;1,2043897355175;0,831;0,323;1,24008561013898e-163
"Cftr";1,79211004565134e-167;0,890912399050005;0,614;0,118;2,65805761971006e-163
"Cox6a1";3,43964592316818e-166;0,897493989410654;0,997;0,933;5,10168283324304e-162
"Inpp1";4,62527786374027e-166;0,613161753308557;0,444;0,04;6,86021212749957e-162
"Marc2";5,0450649987061e-166;1,02015489550758;0,991;0,848;7,48284040608089e-162
"Cox5b";6,68648705045665e-166;0,836397612800626;1;0,96;9,91739759323731e-162
"Bmp3";1,34040672468688e-165;0,539042560543164;0,348;0,011;1,98809125405558e-161
"Foxi2";2,42514411047853e-165;0,674833165470882;0,383;0,02;3,59697374466175e-161
"Atp5j";3,34779143265798e-164;0,802498147611852;1;0,977;4,96544425291831e-160
"Ccpg1";5,3319771339538e-164;1,08666682992073;0,893;0,438;7,90838848508028e-160
"Dpysl3";7,38476341556725e-164;0,894166708329311;0,631;0,131;1,09530810979693e-159
"Atp5h";1,14704556117291e-163;0,783648155058353;1;0,968;1,70129797633166e-159
"Laptm4a";1,85163533634816e-163;0,922866066735818;0,998;0,934;2,74634553087159e-159
"Gde1";1,92980577406031e-163;1,06905980636588;0,957;0,649;2,86228792408625e-159
"Atpif1";1,60175000770162e-162;0,979882766046061;1;0,902;2,37571561142304e-158
"Tspan8";2,36223678946006e-162;1,12726291097309;0,962;0,638;3,50366960612717e-158
"Atp5g1";1,59127912524231e-160;0,944257575272573;0,998;0,953;2,36018519855939e-156
