"";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj"
"Slc9a4";0;0,656746848384831;0,437;0,017;0
"Pam";0;2,26750597266515;0,974;0,291;0
"Atp6v1g3";0;1,31958165411339;0,419;0,006;0
"Itih5";0;1,89226212654239;0,846;0,051;0
"Trp53i11";0;1,09010645648706;0,667;0,081;0
"Ckmt1";0;2,10158495266607;0,99;0,471;0
"Mal";0;1,83984276426555;0,915;0,117;0
"Slc4a11";0;2,30041773329825;0,949;0,085;0
"Gnas";0;1,90219919257067;1;0,994;0
"Atp5e";0;1,31678280337362;1;0,995;0
"S100a1";0;2,1155281055661;0,997;0,713;0
"Gm16233";0;1,02769201766156;0,459;0,031;0
"Atp6v0d2";0;2,1879969025896;0,959;0,136;0
"Bsnd";0;0,852693085227481;0,53;0,039;0
"Tmem61";0;0,960317294713614;0,541;0,024;0
"Tspan1";0;2,15584999593787;0,902;0,12;0
"Atp6v0b";0;1,94406419089465;0,999;0,83;0
"Clcnka";0;1,25235773959068;0,588;0,017;0
"Gm13075";0;0,661993071149942;0,392;0,023;0
"Clcnkb";0;0,836455311461033;0,607;0,083;0
"Hspb7";0;0,680212888802913;0,43;0,013;0
"Steap2";0;0,614442940136194;0,39;0,02;0
"Napepld";0;0,528885687029531;0,359;0,022;0
"Clnk";0;0,497062872312924;0,319;0,007;0
"Ociad2";0;1,47418146197375;0,843;0,161;0
"Cwh43";0;1,02957854019608;0,66;0,104;0
"Stap1";0;3,32171683208398;0,981;0,038;0
"Hepacam2";0;2,56665116059243;0,977;0,038;0
"Ndufa4";0;1,68128135101716;1;0,959;0
"Cftr";0;0,988814334461273;0,617;0,088;0
"Plxna4";0;1,36206873159231;0,771;0,083;0
"Cycs";0;1,60675568980313;0,997;0,827;0
"Pde1c";0;1,61708525047813;0,852;0,089;0
"Atp6v1b1";0;1,08717936197282;0,707;0,082;0
"Syn2";0;0,611681274296195;0,422;0,027;0
"Atp6v1e1";0;1,65077478137403;0,993;0,724;0
"Tpi1";0;1,70442394660723;0,994;0,783;0
"Vwf";0;1,17116514583217;0,574;0,028;0
"Ldhb";0;2,54820257358386;0,993;0,56;0
"Kcnj8";0;1,11330797910881;0,511;0,012;0
"Itpr2";0;2,01041696629615;0,964;0,353;0
"Cox7a1";0;1,87278301156604;0,873;0,119;0
"Aldh1a3";0;2,33022965817331;0,933;0,05;0
"Tm6sf1";0;0,604168627813904;0,352;0,013;0
"Ascl3";0;3,02266744408212;0,912;0,034;0
"Tmem9b";0;1,26096748001983;0,811;0,212;0
"Nrip3";0;1,5437608519818;0,756;0,049;0
"Scnn1b";0;1,74422567445023;0,9;0,138;0
"Cpxm2";0;1,58723949847453;0,796;0,03;0
"Foxi2";0;0,75957880678417;0,396;0,01;0
"Pnpla2";0;1,42437257004283;0,907;0,338;0
"Ckap2";0;0,887032579380054;0,464;0,052;0
"Vps36";0;1,80395687840862;0,909;0,414;0
"Pdlim3";0;1,8268674000106;0,889;0,119;0
"Plcg2";0;1,13974888974989;0,748;0,145;0
"Aplp2";0;1,45189308446809;0,999;0,9;0
"Tmprss13";0;0,879055208426352;0,566;0,061;0
"Fxyd2";0;2,75381508163009;1;0,652;0
"Hexa";0;1,41090996196514;0,876;0,216;0
"Ccpg1";0;1,48533206576321;0,893;0,265;0
"Wdr72";0;0,780015500194425;0,528;0,044;0
"Cox7a2";0;1,33819542857347;1;0,978;0
"Sh3bgrl2";0;1,05847879584014;0,711;0,118;0
"Shisa5";0;1,51205665795208;0,929;0,349;0
"Gprc6a";0;0,885176719006747;0,513;0,007;0
"Chchd10";0;1,84950316249725;1;0,809;0
"Tle5";0;1,62948018056743;0,999;0,907;0
"Tspan8";0;1,74499915848371;0,952;0,277;0
"Atp5b";0;1,1777668829365;1;0,989;0
"Uqcr10";0;1,68879425854233;1;0,946;0
"Foxi1";0;2,04216015984144;0,788;0,022;0
"Acsl6";0;0,369510085589453;0,251;0,006;0
"Slc16a11";0;1,65173302994742;0,934;0,305;0
"Slc43a2";0;0,827024905173741;0,546;0,064;0
"Atp6v1d";0;1,5559161653398;0,972;0,54;0
"Ifi27l2a";0;3,45452877581854;0,989;0,5;0
"Gng4";0;1,22879625747658;0,651;0,017;0
"Serpinb9";0;2,19855315359877;0,893;0,169;0
